Année PLF;Type de Budget;Code Mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;Code Catégorie;Catégorie;AE PLF 2019;CP PLF 2019;Code Titre;Titre;Code Ministère PLF 2019;Ministère PLF 2019
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;4;Enseignement supérieur et recherche;;;32;Subventions pour charges de service public;3 847 241;3 847 241;3;Dépenses de fonctionnement;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;4;Enseignement supérieur et recherche;;;61;Transferts aux ménages;63 062 266;63 062 266;6;Dépenses d’intervention;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;4;Enseignement supérieur et recherche;;;64;Transferts aux autres collectivités;22 811 993;22 811 993;6;Dépenses d’intervention;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;5;Agence pour l'enseignement français à l'étranger;;;32;Subventions pour charges de service public;384 006 841;384 006 841;3;Dépenses de fonctionnement;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;6;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;21;Rémunérations d’activité;60 248 577;60 248 577;2;Dépenses de personnel;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;6;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;22;Cotisations et contributions sociales;13 113 284;13 113 284;2;Dépenses de personnel;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;6;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;23;Prestations sociales et allocations diverses;873 337;873 337;2;Dépenses de personnel;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;7;Diplomatie économique et développement du tourisme;;;32;Subventions pour charges de service public;32 691 020;32 691 020;3;Dépenses de fonctionnement;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;7;Diplomatie économique et développement du tourisme;;;64;Transferts aux autres collectivités;2 570 000;2 570 000;6;Dépenses d’intervention;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;347;Présidence française du G7;1;Préparation et organisation du Sommet du G7;;;31;Dépenses de fonctionnement autres que celles de personnel;20 628 000;23 008 000;3;Dépenses de fonctionnement;1;Europe et affaires étrangères
2019;Budget général;AA;Action extérieure de l'État;347;Présidence française du G7;3;Fonctionnement du Secrétariat général et communication;;;31;Dépenses de fonctionnement autres que celles de personnel;1 372 000;1 392 000;3;Dépenses de fonctionnement;1;Europe et affaires étrangères
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;1;État-major et services centraux;;;21;Rémunérations d’activité;207 812 156;207 812 156;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;1;État-major et services centraux;;;22;Cotisations et contributions sociales;134 648 256;134 648 256;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;1;État-major et services centraux;;;23;Prestations sociales et allocations diverses;9 230 970;9 230 970;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;1;État-major et services centraux;;;31;Dépenses de fonctionnement autres que celles de personnel;22 083 171;21 486 119;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;1;État-major et services centraux;;;32;Subventions pour charges de service public;17 500 000;17 500 000;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;3;Système d'information et de communication;;;31;Dépenses de fonctionnement autres que celles de personnel;49 885 292;51 535 292;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;3;Système d'information et de communication;;;51;Dépenses pour immobilisations corporelles de l’État;51 755 126;38 749 812;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;4;Action sociale et formation;;;31;Dépenses de fonctionnement autres que celles de personnel;40 192 600;40 192 600;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;5;Affaires immobilières;;;31;Dépenses de fonctionnement autres que celles de personnel;52 071 363;88 246 396;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;5;Affaires immobilières;;;51;Dépenses pour immobilisations corporelles de l’État;20 400 000;48 838 298;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;6;Affaires juridiques et contentieuses;;;31;Dépenses de fonctionnement autres que celles de personnel;80 000 000;80 000 000;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;8;Immigration, asile et intégration;;;21;Rémunérations d’activité;25 749 755;25 749 755;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;8;Immigration, asile et intégration;;;22;Cotisations et contributions sociales;15 170 165;15 170 165;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;8;Immigration, asile et intégration;;;23;Prestations sociales et allocations diverses;156 724;156 724;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;9;Sécurité et éducation routières;;;21;Rémunérations d’activité;77 481 744;77 481 744;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;9;Sécurité et éducation routières;;;22;Cotisations et contributions sociales;48 592 428;48 592 428;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;9;Sécurité et éducation routières;;;23;Prestations sociales et allocations diverses;264 370;264 370;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;31;Dépenses de fonctionnement autres que celles de personnel;180 000;180 000;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;63;Transferts aux collectivités territoriales;70 218 869;70 218 869;6;Dépenses d’intervention;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;1;Financement des partis;;;64;Transferts aux autres collectivités;68 670 672;68 670 672;6;Dépenses d’intervention;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;2;Organisation des élections;;;21;Rémunérations d’activité;13 417 693;13 417 693;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;2;Organisation des élections;;;31;Dépenses de fonctionnement autres que celles de personnel;106 669 300;105 169 300;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;2;Organisation des élections;;;52;Dépenses pour immobilisations incorporelles de l’État;1 199 000;1 199 000;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;2;Organisation des élections;;;63;Transferts aux collectivités territoriales;8 233 000;8 233 000;6;Dépenses d’intervention;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;3;Commission nationale des comptes de campagne et des financements politiques;;;21;Rémunérations d’activité;3 432 040;3 432 040;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;3;Commission nationale des comptes de campagne et des financements politiques;;;22;Cotisations et contributions sociales;1 126 469;1 126 469;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;3;Commission nationale des comptes de campagne et des financements politiques;;;23;Prestations sociales et allocations diverses;215 000;215 000;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;3;Commission nationale des comptes de campagne et des financements politiques;;;31;Dépenses de fonctionnement autres que celles de personnel;1 610 453;2 710 453;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;4;Cultes;;;51;Dépenses pour immobilisations corporelles de l’État;680 000;700 000;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;4;Cultes;;;63;Transferts aux collectivités territoriales;1 276 037;1 276 037;6;Dépenses d’intervention;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;4;Cultes;;;64;Transferts aux autres collectivités;801 000;801 000;6;Dépenses d’intervention;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;5;Vie associative;;;31;Dépenses de fonctionnement autres que celles de personnel;70 000;70 000;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;5;Vie associative;;;52;Dépenses pour immobilisations incorporelles de l’État;90 000;90 000;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;1;Coordination de la sécurité des personnes et des biens;;;21;Rémunérations d’activité;104 178 441;104 178 441;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;1;Coordination de la sécurité des personnes et des biens;;;22;Cotisations et contributions sociales;67 376 718;67 376 718;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;1;Coordination de la sécurité des personnes et des biens;;;23;Prestations sociales et allocations diverses;982 953;982 953;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;2;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;21;Rémunérations d’activité;393 112 357;393 112 357;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;2;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;22;Cotisations et contributions sociales;257 108 430;257 108 430;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;2;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;23;Prestations sociales et allocations diverses;3 039 267;3 039 267;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;2;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;31;Dépenses de fonctionnement autres que celles de personnel;9 830 178;9 830 178;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;3;Contrôle de légalité et conseil aux collectivités territoriales;;;21;Rémunérations d’activité;92 611 429;92 611 429;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;3;Contrôle de légalité et conseil aux collectivités territoriales;;;22;Cotisations et contributions sociales;59 879 985;59 879 985;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;3;Contrôle de légalité et conseil aux collectivités territoriales;;;23;Prestations sociales et allocations diverses;869 883;869 883;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;4;Pilotage territorial des politiques gouvernementales;;;21;Rémunérations d’activité;303 581 949;303 581 949;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;4;Pilotage territorial des politiques gouvernementales;;;22;Cotisations et contributions sociales;195 836 192;195 836 192;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;4;Pilotage territorial des politiques gouvernementales;;;23;Prestations sociales et allocations diverses;2 840 739;2 840 739;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;4;Pilotage territorial des politiques gouvernementales;;;31;Dépenses de fonctionnement autres que celles de personnel;8 752 263;8 755 403;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;4;Pilotage territorial des politiques gouvernementales;;;51;Dépenses pour immobilisations corporelles de l’État;3 075 115;3 075 115;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;5;Animation et soutien du réseau;;;21;Rémunérations d’activité;0;0;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;5;Animation et soutien du réseau;;;22;Cotisations et contributions sociales;0;0;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;5;Animation et soutien du réseau;;;23;Prestations sociales et allocations diverses;0;0;2;Dépenses de personnel;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;5;Animation et soutien du réseau;;;31;Dépenses de fonctionnement autres que celles de personnel;104 019 204;104 510 053;3;Dépenses de fonctionnement;9;Intérieur
2019;Budget général;AB;Administration générale et territoriale de l'État;307;Administration territoriale;5;Animation et soutien du réseau;;;51;Dépenses pour immobilisations corporelles de l’État;49 710 056;49 518 095;5;Dépenses d’investissement;9;Intérieur
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;21;Adaptation des filières à l'évolution des marchés;;;31;Dépenses de fonctionnement autres que celles de personnel;70 000;70 000;3;Dépenses de fonctionnement;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;21;Adaptation des filières à l'évolution des marchés;;;62;Transferts aux entreprises;220 300 000;220 700 000;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;21;Adaptation des filières à l'évolution des marchés;;;64;Transferts aux autres collectivités;2 450 000;2 450 000;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;22;Gestion des crises et des aléas de la production agricole;;;62;Transferts aux entreprises;5 374 381;5 374 381;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;61;Transferts aux ménages;20 431 594;20 431 594;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;62;Transferts aux entreprises;103 765 589;136 626 866;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;24;Gestion équilibrée et durable des territoires;;;31;Dépenses de fonctionnement autres que celles de personnel;700 000;700 000;3;Dépenses de fonctionnement;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;24;Gestion équilibrée et durable des territoires;;;51;Dépenses pour immobilisations corporelles de l’État;900 000;900 000;5;Dépenses d’investissement;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;24;Gestion équilibrée et durable des territoires;;;62;Transferts aux entreprises;375 544 307;416 563 473;6;Dépenses d’intervention;3;Agriculture et alimentation
2019;Budget général;AC;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;24;Gestion équilibrée et durable des territoires;;;64;Transferts aux autres collectivités;21 877 247;21 877 247;6;Dépenses d’intervention;3;Agriculture et alimentation
